"google-public-dns-a.google.com","8.8.8.8"
"cpeit_rom000067.ia.colt.net","87.241.40.138"
"mail.iad.de","213.23.143.154"
"mlns.181109.com","118.103.47.82"
"","176.241.110.51"
"","213.211.50.12"
"82-70-88-14.dsl.in-addr.zen.co.uk","82.70.88.14"
"mail.druzba-sbd.cz","213.211.50.11"
"","109.230.160.198"
"1-34-177-7.HINET-IP.hinet.net","1.34.177.7"
"","118.238.28.66"
"","80.71.178.80"
"mail.pdmbusiness.co.uk","77.68.46.122"
"","208.205.40.89"
"122-117-156-181.HINET-IP.hinet.net","122.117.156.181"
"zimbra.agriro.eu","212.19.101.175"
"","190.196.184.186"
"","156.154.70.11"
"","1.22.214.30"
"dns5.neutelecom.com","82.212.86.34"
"ns1.unccd.int","195.37.114.10"
"","74.91.25.91"
"","194.225.213.3"
"ns1.7technology.pl","85.14.111.211"
"rrcs-70-62-251-3.central.biz.rr.com","70.62.251.3"
"","178.32.187.10"
"ns2.ogilvy.cz","193.86.22.134"
"","220.79.75.200"
"219-87-84-69.static.tfn.net.tw","219.87.84.69"
"","156.154.70.16"
"server-213.128.64.150.radore.net.tr","213.128.64.150"
"","112.170.229.192"
"","211.34.105.164"
"static-182-18-161-99.ctrls.in","182.18.161.99"
"","194.44.136.142"
"","211.107.195.210"
"","111.92.240.142"
"118-163-175-222.HINET-IP.hinet.net","118.163.175.222"
"cliente-250.216.60.179.wninternet.com","179.60.216.250"
"rdns1.ultradns.net","156.154.70.10"
"mail.mahabodhidhamma.com","115.178.62.136"
"cns2.dpnet.com","208.78.93.249"
"ginevra2003.misterweb.it","213.26.174.10"
"","212.143.79.161"
"","193.26.23.150"
"","115.68.5.85"
"77.119.232.58.static.drei.at","77.119.232.58"
"66-192-6-121.static.ctl.one","66.192.6.121"
"","220.88.1.206"
"81.134.56.190.static.intelnet.net.gt","190.56.134.81"
"","204.12.85.62"
"mail2.cetecom.com","176.94.151.229"
"mail2.weselsky.at","93.82.199.106"
"ns2.r.itautec.com","200.169.254.19"
"","75.103.95.134"
"rdns37a.ultradns.net","156.154.70.37"
"","211.34.105.60"
"61-111-20-29.kidc.net","61.111.20.29"
"","156.154.70.14"
"","195.160.182.209"
"host40-226-static.46-88-b.business.telecomitalia.it","88.46.226.40"
"60-248-2-24.HINET-IP.hinet.net","60.248.2.24"
"","203.216.166.4"
"static-212.56.193.194.mldnet.com","212.56.193.194"
"77-85-169-78.ip.btc-net.bg","77.85.169.78"
"static.vnpt.vn","222.255.85.72"
"","162.247.148.130"
"gidpostroike.ru","213.183.100.135"
"","213.211.50.14"
"","200.162.5.3"
"61-111-20-130.kidc.net","61.111.20.130"
"210-242-229-135.HINET-IP.hinet.net","210.242.229.135"
"dns1.ennit.net","213.178.70.1"
"nuberb03.nubenet.com.ar","179.60.232.15"
"142-165-14-51.msjw.static.sasknet.sk.ca","142.165.14.51"
"broadband-77-37-130-99.ip.moscow.rt.ru","77.37.130.99"
"host-244141.fivenetwork.com","202.177.244.41"
"","207.177.43.66"
"ns200096.ovh.net","91.121.109.222"
"nsg-static-059.100.72.182.airtel.in","182.72.100.59"
"mail.associatimsc.it","77.223.20.38"
"","79.127.107.51"
"77-85-169-34.ip.btc-net.bg","77.85.169.34"
"mail.pdmbusiness.co.uk","77.68.46.207"
"61-111-20-21.kidc.net","61.111.20.21"
"203-69-238-169.HINET-IP.hinet.net","203.69.238.169"
"ns112.on-nets.com","118.143.251.112"
"cpefr_xbt001949.ia.colt.net","84.14.15.70"
"static-72-87-252-234.lsanca.fios.frontiernet.net","72.87.252.234"
"ns1.egyptcenters.com","196.201.244.8"
"ns.nabco-door.co.jp","118.103.47.65"
"","212.160.85.232"
"","211.38.229.28"
"","212.244.78.90"
"ip7.subnet87.netfactor.net.tr","31.169.87.7"
"59-124-229-144.HINET-IP.hinet.net","59.124.229.144"
"","104.131.37.180"
"mail.chd-tech.com.tw","59.124.170.110"
"ns4.tetralan.net","185.21.67.1"
"","83.149.17.52"
"as8p203.access.maltanet.net","195.158.101.203"
"","210.63.146.133"
"dns1.tspec.net","216.38.105.6"
"customer-2557.true.nl","87.233.226.243"
"mcd1.ultradns.net","156.154.70.42"
"r71.rosreestr.ru","217.106.32.231"
"","115.91.65.60"
"","156.154.70.7"
"lwdc.ar06.gi9-47.host4.25050.americanis.net","216.240.167.53"
"","119.207.62.155"
"61-111-20-36.kidc.net","61.111.20.36"
"88-96-225-166.dsl.zen.co.uk","88.96.225.166"
"32.169.86.109.triolan.net","109.86.169.32"
"server109-228-18-71.live-servers.net","109.228.18.71"
"","195.160.182.169"
"31-179-229-115.techgroup.pl","31.179.229.115"
"host95-129-58-55.azimut-r.net","95.129.58.55"
"","202.29.235.106"
"60-248-22-88.HINET-IP.hinet.net","60.248.22.88"
"","59.25.171.6"
"229.1.konectate.co","131.72.229.1"
"77-85-169-102.ip.btc-net.bg","77.85.169.102"
"","118.107.76.3"
"mail.twnsatori.com.tw","59.124.120.47"
"netserver.kvenno.is","82.148.69.66"
"ns.emecs.or.jp","219.163.9.17"
"","178.132.216.10"
"","194.84.31.198"
"","218.236.90.167"
"114.104.178.93.donpac.ru","93.178.104.114"
"60-251-21-245.HINET-IP.hinet.net","60.251.21.245"
"rrcs-24-173-147-118.se.biz.rr.com","24.173.147.118"
"ipa145.208.tellas.gr","62.169.208.145"
"dns.cynikal.net","66.111.7.5"
"106.151.broadband16.iol.cz","90.183.151.106"
"204.9.201.54.uscolo.com","204.9.201.54"
"107.151.broadband16.iol.cz","90.183.151.107"
"siv.twin.at","213.173.72.3"
"server109-228-17-188.live-servers.net","109.228.17.188"
"","218.236.90.165"
"server213-171-223-37.live-servers.net","213.171.223.37"
"static.77.89.232.86.tmg.md","77.89.232.86"
"","156.154.70.29"
"61-111-20-41.kidc.net","61.111.20.41"
"146-255-248-178.customers.silknet.com","146.255.248.178"
"","125.138.103.173"
"58sdl.codetel.net.do","66.98.34.58"
"","94.102.66.18"
"auth01.ns.corenap.com","198.252.182.68"
"","203.147.6.30"
"","122.129.124.3"
"h80-244-64-68.cust.a3fiber.se","80.244.64.68"
"62.128.49.244.cable.012.net.il","62.128.49.244"
"","217.96.33.126"
"66-212-44-1.mannford.ok.mbo.net","66.212.44.1"
"","203.190.27.235"
"static-wan-bl1-163-166.rev.webside.pt","62.48.163.166"
"cpefr_lil000089.ia.colt.net","84.14.15.114"
"","95.154.91.32"
"86-125-40-199.rdsnet.ro","86.125.40.199"
"","58.65.94.21"
"","175.209.133.88"
"dns-delight.idiom.com","216.240.32.72"
"183.25.87.109.triolan.net","109.87.25.183"
"helm0.cyberprog.net","193.26.23.53"
"mail.snimvj.ro","78.96.60.53"
"mail.congjesu.hu","89.135.121.97"
"host42.net178-74-66.omkc.ru","178.74.66.42"
"static-80-93-208-240.zeus.carbonteknoloji.com","80.93.208.240"
"","195.226.206.11"
"61-111-20-31.kidc.net","61.111.20.31"
"","213.171.50.48"
"ns6.thaimonster.com","122.155.165.96"
"nubesrv04.nubenet.com.ar","179.60.232.9"
"61-111-20-72.kidc.net","61.111.20.72"
"","68.69.63.57"
"newms.ogilvy.cz","193.86.22.146"
"","200.162.5.4"
"p1203-ipadfx21sasajima.aichi.ocn.ne.jp","220.97.81.203"
"5F9A3A2E.rev.sefiber.dk","95.154.58.46"
"","148.78.200.7"
"173-244-177-114.xlhdns.com","173.244.177.114"
"","195.18.138.5"
"intelliansys.co.kr","220.90.201.8"
"static-181-143-32-106.une.net.co","181.143.32.106"
"bioquimica.bio.umss.edu.bo","167.157.20.2"
"brss.faces.co.jp","202.239.68.50"
"1x1.foodtie.com.tw","61.219.48.232"
"","211.219.103.178"
"mail.whatsthatskip.com","124.148.136.102"
"","107.6.62.161"
"","194.67.19.193"
"","213.211.50.13"
"","220.110.70.2"
"ns237012.ip-192-99-35.net","192.99.35.103"
"relay1.biblio-globus.ru","195.90.183.90"
"","211.240.103.109"
"freenet.am","193.232.228.60"
"mail.mc-net.ru","86.110.193.227"
"","156.154.70.18"
"ks36987.kimsufi.com","91.121.2.16"
"46-148-48-152.arznet.ru","46.148.48.152"
"4dae5854.ftth.telfortglasvezel.nl","77.174.88.84"
"ns.wiener.co.rs","93.87.13.4"
"","218.150.78.4"
"24.197.151.178.triolan.net","178.151.197.24"
"host210.181-15-118.telecom.net.ar","181.15.118.210"
"","50.49.243.135"
"","176.120.200.34"
"","110.78.164.233"
"","213.155.100.159"
"","93.171.208.2"
"","162.220.166.170"
"","211.40.52.2"
"s15307796.onlinehome-server.info","213.165.89.210"
"nubesrv05.nubenet.com.ar","179.60.232.10"
"mail.realinvest.kz","151.236.192.174"
"118-163-178-114.HINET-IP.hinet.net","118.163.178.114"
"mail.chk.su","213.184.147.26"
"3.46-150-107.bras.donapex.net","46.150.107.3"
"","85.21.41.162"
"","213.155.100.158"
"host81-138-71-238.in-addr.btopenworld.com","81.138.71.238"
"www.eprofeel.de","178.33.33.148"
"ns-metro.nsk-metro.ru","195.208.152.245"
"200.175.4.220.static.gvt.net.br","200.175.4.220"
"186-103-152-234.static.tie.cl","186.103.152.234"
"atenea2.ingenia.es","194.224.229.56"
"","82.144.242.166"
"91-215-0-224.aerostrada.com.pl","91.215.0.224"
"ns.zin.ru","84.204.46.2"
"","220.87.81.155"
"","207.35.8.166"
"mx01.tripplan.cz","213.211.49.196"
"host-static-93-116-204-234.moldtelecom.md","93.116.204.234"
"ns2.4dvision.com","206.81.64.22"
"vtelinet-216-66-104-72.vermontel.net","216.66.104.72"
"","62.154.214.86"
"bet-dc01.default.bayeducationtrust.uk0.bigv.io","213.138.100.193"
"rrcs-24-173-40-250.sw.biz.rr.com","24.173.40.250"
"","210.178.138.1"
"89-96-48-51.ip10.fastwebnet.it","89.96.48.51"
"","162.220.166.250"
"ks364510.kimsufi.com","91.121.208.214"
"","220.119.81.131"
"","195.77.162.220"
"","41.226.252.81"
"host81-133-55-30.in-addr.btopenworld.com","81.133.55.30"
"","122.129.123.220"
"201-249-192-74.estatic.cantv.net","201.249.192.74"
"","211.38.52.31"
"","61.36.76.163"
"","121.181.242.226"
"","58.162.140.121"
"host-46-186-108-11.dynamic.mm.pl","46.186.108.11"
"","178.252.185.4"
"","69.84.246.57"
"","193.111.96.130"
"177.43.35.247.static.gvt.net.br","177.43.35.247"
"","175.201.232.90"
"static.221-132-89-147.nexg.net","221.132.89.147"
"node1996.e-brno.net","213.211.50.10"
"webmail.tnk-ug.ru","193.232.184.70"
"ipd39.214.tellas.gr","62.169.214.39"
"113-53-252-134.totisp.net","113.53.252.134"
"7-230.artnet.dn.ua","176.121.230.7"
"186-56-59-251.mrse.com.ar","186.56.59.251"
"","193.137.95.117"
"ns327364.ip-37-187-110.eu","37.187.110.110"
"mail.daehanexps.co.kr","113.30.80.45"
"39.220.22.202.ktv.ne.jp","202.22.220.39"
"","178.252.185.5"
"mdn-extdns.mdnkids.com","203.77.6.132"
"","121.170.56.75"
"","156.154.70.19"
"","156.154.70.5"
"","89.31.109.105"
"dns1.vzz.hr","212.92.207.3"
"59-124-229-165.HINET-IP.hinet.net","59.124.229.165"
"","195.29.138.116"
"59-124-246-124.HINET-IP.hinet.net","59.124.246.124"
"worldjud.net.tomline.ru","213.183.100.154"
"mail.iplannetworks.net","200.69.217.2"
"86.cxxviii.static.eternet.cc","186.148.128.86"
"cpp.iplannetworks.net","200.69.217.3"
"dnscache-0.sbdrift.net","91.203.41.4"
"infuente-ip3.open-matrix.es","178.33.161.245"
"","211.218.209.10"
"59-120-65-226.HINET-IP.hinet.net","59.120.65.226"
"186-216-63-25-CORPORATIVO-CLIENTE-48922.metroflex.com.br","186.216.63.25"
"","210.19.13.183"
"server109-228-24-15.live-servers.net","109.228.24.15"
"","86.43.85.101"
"client-225-58.pppoe.as1.vidin.net","178.239.225.58"
"","89.35.27.129"
"","108.166.183.219"
"","112.164.168.37"
"homer.netlynkdirect.com","78.33.48.93"
"","91.82.119.33"
"210006105041.ctinets.com","210.6.105.41"
"servweb3.rsi-sifor.fr","91.121.157.25"
"phillysounco.net","63.88.77.8"
"78.130.38.125.rev.optimus.pt","78.130.38.125"
"client-225-198.pppoe.as1.vidin.net","178.239.225.198"
"ns1.prometrics.com","38.250.216.254"
"","121.254.224.52"
"mail.notarka-vidmar.net","193.77.138.83"
"46.20.67.50.samara-ttk.ru","46.20.67.50"
"mail.unionvillemontessori.com","207.35.8.163"
"","194.224.253.5"
"","88.204.180.222"
"","210.207.102.147"
"","121.254.224.60"
"sd3849.sivit.org","194.146.226.20"
"","110.78.164.211"
"","217.9.154.53"
"ns.lsyesco.co.kr","211.236.20.2"
"","194.190.99.254"
"static-89-237-130.mobily.com.sa","89.237.130.186"
"174-140-108-065-static.mia.fl.atlanticbb.net","174.140.108.65"
"","202.173.218.209"
"static-217-195-205-155.fibersunucu.com.tr","217.195.205.155"
"mail2.datorhotellet.com","192.121.252.82"
"","61.80.244.143"
"","110.78.164.188"
"","194.209.225.15"
"125-227-190-121.HINET-IP.hinet.net","125.227.190.121"
"host-217-19-153-18.ip.retelit.it","217.19.153.18"
"","110.78.164.234"
"n7-20.adsl.co.ru","82.142.186.20"
"","207.35.8.169"
"","91.201.118.120"
"mailtp.prolific.com.tw","210.61.69.2"
"78-130-39-4.static.net.nos.pt","78.130.39.4"
"91-137-134-204.opticon.hu","91.137.134.204"
"dctrh001.powelasa.powel.com","193.215.74.3"
"hcu.ac.th","122.154.0.1"
"cerberus.firebreather.net","74.93.247.57"
"113-53-238-195.totisp.net","113.53.238.195"
"client.rdsnet.ro","86.124.83.220"
"zrak.b4b.hr","212.91.126.18"
"","76.74.142.207"
"78.130.38.222.rev.optimus.pt","78.130.38.222"
"","200.87.106.4"
"","61.123.195.214"
"mx.cosmiccare.org","125.227.249.103"
"","61.78.35.207"
"","203.223.149.172"
"","202.155.218.154"
"kzta.ru","217.15.207.34"
"","110.78.164.90"
"keeyang-engineering.com","203.69.87.18"
"ms1.hsinfu.com.tw","125.227.173.236"
"","92.38.40.26"
"cagoy06-193.kcn.ne.jp","61.86.79.193"
"mail.fgroup.cl","190.196.64.221"
"mailsrv.adi.ma","194.204.225.18"
"static-96-231-106-122.washdc.fios.verizon.net","96.231.106.122"
"","190.196.64.220"
"static.211-232-136-69.nexg.net","211.232.136.69"
"87-103-133-226.pppoe.irtel.ru","87.103.133.226"
"","5.42.228.226"
"dsl2E6BD47C.fixip.t-online.hu","46.107.212.124"
"mail.florasecret.com.ua","77.120.246.59"
"201-54-249-77-corp-bre.linktel.net.br","201.54.249.77"
"60-250-197-100.HINET-IP.hinet.net","60.250.197.100"
"83-144-93-10.static.chello.pl","83.144.93.10"
"mail.foxinabox-solutions.co.uk","109.228.24.16"
"ip-109-254-13-190.eq.dec.net.ua","109.254.13.190"
"","202.85.147.163"
"188-165-55-64.periscoweb.fr","188.165.55.64"
"vpn.skef.pl","91.212.242.65"
"","76.74.142.206"
"","211.173.73.8"
"mail.sedationsolutions.co.uk","217.35.100.53"
"","115.23.209.91"
"","59.25.244.190"
"cloudw2p.com","61.31.195.142"
"zaq3d2ef4d3.zaq.ne.jp","61.46.244.211"
"aqy174.internetdsl.tpnet.pl","83.17.184.174"
"static41-69-245-248-245.adsl41-16.iam.net.ma","41.248.245.69"
"dvd2.internetdsl.tpnet.pl","83.19.241.2"
"mx1.compulink.ru","188.254.54.83"
"","39.115.33.200"
"ns2.revnetdata.com","74.117.247.12"
"","199.204.22.11"
"59-127-244-123.HINET-IP.hinet.net","59.127.244.123"
"","190.151.78.19"
"cycna.com.mx","200.94.106.146"
"89-24-101-114.customers.tmcz.cz","89.24.101.114"
"ns.shimada-shokai.co.jp","203.181.85.41"
"","59.23.50.177"
"","199.104.23.10"
"magical.cpi.ad.jp","122.200.254.203"
"","213.253.214.72"
"static-207-248-255-28.alestra.net.mx","207.248.255.28"
"ns4.smartelecom.org","46.20.101.196"
"dedint-201-158-247-220.mtyxl.static.axtel.net","201.158.247.220"
"cna.itc.networkacad.net","91.201.156.3"
"bavs.at","85.214.151.164"
"","183.104.60.220"
"pieskovisko.sk","92.240.244.8"
"42.239.spine.pl","195.78.239.42"
"166.218.iconpln.net.id","202.162.218.166"
"014198227176.ctinets.com","14.198.227.176"
"mail.opendat.cl","190.82.78.210"
"","5.175.225.2"
"eagleidc.com","203.170.160.149"
"","205.243.120.83"
"177-85-233-163.ble.voxconexao.com.br","177.85.233.163"
"","140.129.81.1"
"","92.46.40.50"
"dns.ksoft.jp","202.224.218.58"
"50-197-2-84-static.hfc.comcastbusiness.net","50.197.2.84"
"not-assigned.tvalmansa.es","89.29.128.250"
"217.158.108.206.static.addr.dsl4u.ca","206.108.158.217"
"mx3.arksradiology.com","72.80.28.5"
"static-70.138.16.61-tataidc.co.in","61.16.138.70"
"","41.225.15.201"
"mail2.jasminealimentos.com.br","186.215.126.207"
"web-18.blueweb.co.kr","211.202.2.28"
"201-54-249-53-corp-bre.linktel.net.br","201.54.249.53"
"","193.91.207.18"
"dns.zanet.tw","59.124.244.54"
"oii-dialup-border.abacoinet.com","24.244.169.1"
"z1ugec46.static.corbina.ru","89.179.127.162"
"X202.DSL06.lipetsk.ru","195.34.242.202"
"server109-228-13-217.live-servers.net","109.228.13.217"
"177-85-233-140.ble.voxconexao.com.br","177.85.233.140"
"correo.proexsi.cl","200.75.8.110"
"mail.yong-hau.com.tw","60.251.36.127"
"ns.sochicom.net","62.183.55.101"
"mx.hsn.org.tw","60.250.196.223"
"201-54-248-93-corp-bre.linktel.net.br","201.54.248.93"
"","84.204.16.16"
"web-19.blueweb.co.kr","211.202.2.29"
"smtp2.onega.net","89.106.128.27"
"ns1.hemetusd.k12.ca.us","74.62.245.3"
"","60.32.110.30"
"","223.29.34.1"
"201-54-249-73-corp-bre.linktel.net.br","201.54.249.73"
"","61.78.35.208"
"static162.219.110.200.cps.com.ar","200.110.219.162"
"dns.compuware.com.tw","60.250.36.194"
"","95.154.98.171"
"187-35-125-199.dsl.telesp.net.br","187.35.125.199"
"","212.33.190.217"
"mail.anthonylouiscenter.com","98.142.16.67"
"static.195.22.239.194.mdl.net","195.22.239.194"
"","201.54.248.169"
"server109-228-12-155.live-servers.net","109.228.12.155"
"namesrv1.kaktus.ch","194.209.225.10"
"141.107.151.178.triolan.net","178.151.107.141"
"ns1.sns-net.com","193.186.170.50"
"109-227-254-46.reverse.alphalink.fr","46.254.227.109"
"server109-228-13-212.live-servers.net","109.228.13.212"
"chejuids.cheju.ac.kr","192.203.138.17"
"","211.239.127.57"
"","222.234.3.149"
"61-220-124-214.HINET-IP.hinet.net","61.220.124.214"
"ns2.telcor.ro","193.26.10.6"
"201-54-249-41-corp-bre.linktel.net.br","201.54.249.41"
"","114.179.40.58"
"ns2.sopia.or.jp","202.3.148.217"
"spclnt4.softprohub.net","122.155.1.72"
"","92.42.164.34"
"201-54-249-65-corp-bre.linktel.net.br","201.54.249.65"
"","112.169.121.147"
"nor.net.uky.edu","128.163.252.50"
"","190.151.78.20"
"221.206-40-119.netnet.net","206.40.119.221"
"ip885.pitecom.riksnet.se","85.11.15.189"
"lmontsouris-657-1-60-174.w80-11.abo.wanadoo.fr","80.11.92.174"
"","203.113.164.162"
"ns2.informatel.net","203.39.145.118"
"formosa.feii.com.tw","59.124.244.6"
"23-24-199-116-static.hfc.comcastbusiness.net","23.24.199.116"
"clt-home-26-242-219-186.faarnet.com.br","186.219.242.26"
"d24-57.icpnet.pl","77.65.24.57"
"waldq.elwico.pl","81.219.141.12"
"cxc219.internetdsl.tpnet.pl","83.19.136.219"
"","211.169.2.100"
"ns2.reggaerecord.com","203.138.161.14"
"e140-202.icpnet.pl","88.151.140.202"
"ns.schmersal.de","193.105.38.142"
"webcan.rapidsys.com","209.84.253.11"
"shns2.shservices.org","198.180.206.15"
"141.0.79.138.static.lyse.net","141.0.79.138"
"84-34.asparuhovo.net","77.71.34.84"
"tserv1.mci3.he.net","216.66.77.230"
"mikrofatu.uncoma.edu.ar","170.210.83.110"
"marie.kakio.gr.jp","61.196.228.10"
"","81.180.125.131"
"","203.231.200.1"
"","210.107.84.3"
"picns1.piinet.net","61.57.229.1"
"","210.107.84.2"
"mail.glictc.com.tw","211.20.143.35"
"host-93-94-222-254.customers.adc.am","93.94.222.254"
"157-160-108-213-static.pro-com.cz","213.108.160.157"
"","91.143.212.70"
"095160214154.bialapodlaska.vectranet.pl","95.160.214.154"
"luhsdns2.luhs.org","147.126.240.2"
"50-121-118-113.ftwy.in.frontiernet.net","50.121.118.113"
"mail.nicb.com.tw","118.163.23.13"
"D57DB64E.static.ziggozakelijk.nl","213.125.182.78"
"","112.165.42.32"
"57-151-98-37.outsourcery.net.uk","37.98.151.57"
"dhcp-99.net1.bg","93.123.112.99"
"ns1.cityoflufkin.net","173.219.2.16"
"customer-148-233-10-2.uninet-ide.com.mx","148.233.10.2"
"gcs.sigmasoft.ro","195.222.106.59"
"","212.126.29.9"
"60-248-230-158.HINET-IP.hinet.net","60.248.230.158"
"","195.184.82.181"
"","61.36.230.4"
"","221.148.171.13"
"","211.195.214.13"
"","12.238.104.82"
"","178.215.3.142"
"","223.255.163.67"
"208-54-194-213.stat.centurytel.net","208.54.194.213"
"","202.44.55.66"
"193-138-177-233.uralhosting.ru","193.138.177.233"
"","122.248.38.2"
"server205-38.live-servers.net","213.171.205.38"
"mail.it-arts.ch","91.138.20.146"
"p2033-ipbfpfx02motosinmat.mie.ocn.ne.jp","211.129.182.161"
"agilesystems.net","75.145.26.113"
"207-192-196-154.com.sta.suddenlink.net","207.192.196.154"
"","175.143.52.113"
"opendns.fi","91.197.209.222"
"dns2.ramboll.dk","195.137.178.10"
"custcz683201.silesnet.net","78.157.163.69"
"","122.1.29.180"
"ns2.q2cloud.ch","194.209.125.48"
"nkitcc.kuas.edu.tw","140.127.113.1"
"fw01.lvh.se","80.252.177.226"
"","112.165.42.33"
"ns.yoson.com.tw","210.242.68.44"
"adsl-105-77.globonet.hu","89.186.105.77"
"","207.96.182.188"
"mail.hesway.com.tw","210.242.37.168"
"","210.118.0.5"
"mail.mfnso.ru","193.232.38.18"
"","112.187.6.69"
"122x219x71x38.ap122.ftth.ucom.ne.jp","122.219.71.38"
"","194.213.61.98"
"na-200-38-67-140.static.avantel.net.mx","200.38.67.140"
"","75.103.96.166"
"","190.107.244.154"
"server109-228-5-167.live-servers.net","109.228.5.167"
"","103.15.101.70"
"","207.210.233.4"
"","211.72.250.157"
"75-151-90-130-Colorado.hfc.comcastbusiness.net","75.151.90.130"
"","46.218.24.190"
"","212.200.90.56"
"199-189-230-170.dhcp.imoncommunications.net","199.189.230.170"
"131.71.57.37.triolan.net","37.57.71.131"
"81-7-77-154.static.zebra.lt","81.7.77.154"
"66-76-13-250.bcstcmta01.com.sta.suddenlink.net","66.76.13.250"
"linux.lunatec.co.jp","221.115.171.3"
"terminus.weblink.it","151.1.210.30"
"lmradio.inet.telemedia.co.za","154.73.1.52"
"","175.126.106.69"
"new.mega.nn.ru","37.235.70.59"
"","208.254.148.100"
"","175.199.52.55"
"nscache0.mgn.net","195.46.193.250"
"vpn.net.iklub.sk","158.193.86.29"
"","209.126.148.187"
"server-213.128.64.149.radore.net.tr","213.128.64.149"
"","83.136.136.147"
"179-111-229-178.dsl.telesp.net.br","179.111.229.178"
"","93.87.92.150"
"dns.blm-technologies.fr","46.105.129.195"
"static-50-122-209-222.roch.ny.frontiernet.net","50.122.209.222"
"h-212-85-74-42.NA.cust.bahnhof.se","212.85.74.42"
"host138.181-15-201.telecom.net.ar","181.15.201.138"
"mail.baristo.bg","212.95.180.1"
"","180.94.94.194"
"","210.116.103.27"
"95-181-56-254.goodline.info","95.181.56.254"
"","61.36.185.132"
"061093229206.ctinets.com","61.93.229.206"
"","181.48.153.218"
"mail.cmdengine.com","93.57.79.220"
"","125.140.123.200"
"santsystem.static.gvt.net.br","179.184.190.10"
"","79.175.173.116"
"","178.90.136.102"
"p13020-ipngnfx01sinnagasak.nagasaki.ocn.ne.jp","153.142.52.20"
"adsl-105-102.globonet.hu","89.186.105.102"
"210-242-68-59.HINET-IP.hinet.net","210.242.68.59"
"server109-228-11-15.live-servers.net","109.228.11.15"
"","196.13.141.10"
"","101.235.60.173"
"","210.177.255.186"
"cn01.clubnetinternational.com.au","202.124.192.10"
"server109-228-10-251.live-servers.net","109.228.10.251"
